codigo,codigo_pai,nome,situacao,nivel,tem_filhos,caminho
72,62,Alteração do Regime de Bens,I,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Alteração do Regime de Bens"
74,62,Alvará Judicial - Lei 6858/80,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Alvará Judicial - Lei 6858/80"
76,62,Apreensão de Embarcações,I,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Apreensão de Embarcações"
77,62,Arribadas Forçadas,I,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Arribadas Forçadas"
79,62,Regulação de Avaria Grossa,I,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Regulação de Avaria Grossa"
80,62,Avarias,I,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Avarias"
81,62,Busca e Apreensão em Alienação Fiduciária,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Busca e Apreensão em Alienação Fiduciária"
82,62,Cancelamento de Naturalização,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Cancelamento de Naturalização"
83,175,Cautelar Fiscal,A,3,False,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Cautelar Fiscal
84,62,Cobrança de Cédula de Crédito Industrial,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Cobrança de Cédula de Crédito Industrial"
85,62,Compromisso Arbitral,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Compromisso Arbitral"
86,62,Consignatória de Aluguéis,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Consignatória de Aluguéis"
87,62,Conversão de Separação Judicial em Divórcio,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Conversão de Separação Judicial em Divórcio"
88,1198,Correição Parcial ou Reclamação Correicional,A,2,False,PROCEDIMENTOS ADMINISTRATIVOS > Correição Parcial ou Reclamação Correicional
89,62,Depósito da Lei 8. 866/94,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Depósito da Lei 8. 866/94"
90,62,Desapropriação,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Desapropriação"
91,62,Desapropriação Imóvel Rural por Interesse Social,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Desapropriação Imóvel Rural por Interesse Social"
92,62,Despejo,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Despejo"
93,62,Despejo por Falta de Pagamento,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Despejo por Falta de Pagamento"
94,62,Despejo por Falta de Pagamento Cumulado Com Cobrança,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Despejo por Falta de Pagamento Cumulado Com Cobrança"
95,62,Ação Direta de Inconstitucionalidade,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Ação Direta de Inconstitucionalidade"
96,62,Discriminatória,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Discriminatória"
97,62,Dissolução e Liquidação de Sociedade,I,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Dissolução e Liquidação de Sociedade"
98,62,Divórcio Consensual,I,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Divórcio Consensual"
99,62,Divórcio Litigioso,I,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Divórcio Litigioso"
100,62,Dúvida,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Dúvida"
107,62,Expropriação da Lei 8.257/91,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Expropriação da Lei 8.257/91"
108,62,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte"
110,62,Habeas Data Cível,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Habeas Data Cível"
111,62,Habilitação de Crédito,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Habilitação de Crédito"
112,62,Homologação de Transação Extrajudicial,I,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Homologação de Transação Extrajudicial"
113,62,Imissão na Posse,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Imissão na Posse"
114,62,Impugnação de Crédito,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Impugnação de Crédito"
115,62,Inquérito Extrajudicial,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Inquérito Extrajudicial"
118,62,Mandado de Injunção,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Mandado de Injunção"
119,62,Mandado de Segurança Coletivo,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Mandado de Segurança Coletivo"
120,62,Mandado de Segurança Cível,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Mandado de Segurança Cível"
121,62,Naturalização,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Naturalização"
122,62,Opção de Nacionalidade,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Opção de Nacionalidade"
123,62,Averiguação de Paternidade,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Averiguação de Paternidade"
124,62,Pedido de Resposta ou Retificação da Lei de Imprensa,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Pedido de Resposta ou Retificação da Lei de Imprensa"
127,62,Protesto Formado a Bordo,I,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Protesto Formado a Bordo"
128,62,Recuperação Extrajudicial,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Recuperação Extrajudicial"
129,62,Recuperação Judicial,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Recuperação Judicial"
134,62,Registro Torrens,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Registro Torrens"
135,62,Relatório Falimentar,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Relatório Falimentar"
136,62,Remição do Imóvel Hipotecado,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Remição do Imóvel Hipotecado"
137,62,Renovatória de Locação,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Renovatória de Locação"
138,62,Restituição de Coisa ou Dinheiro na Falência do Devedor Empresário,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Restituição de Coisa ou Dinheiro na Falência do Devedor Empresário"
140,62,Revisional de Aluguel,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Revisional de Aluguel"
141,62,Separação Litigiosa,I,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Separação Litigiosa"
142,62,Sonegados,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Sonegados"
143,62,Suprimento de Idade e/ou Consentimento,A,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Suprimento de Idade e/ou Consentimento"
144,62,Suspensão de Liminar ou Antecipação de Tutela,I,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Suspensão de Liminar ou Antecipação de Tutela"
145,62,Suspensão de Execução de Sentença,I,6,False,"PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Conhecimento > Procedimentos Especiais > Procedimentos Regidos por Outros Códigos, Leis Esparsas e Regimentos > Suspensão de Execução de Sentença"
150,1106,Procedimento de Liquidação,A,3,True,PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Liquidação
151,150,Liquidação por Arbitramento,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Liquidação > Liquidação por Arbitramento
152,150,Liquidação de Sentença pelo Procedimento Comum,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Liquidação > Liquidação de Sentença pelo Procedimento Comum
153,150,Liquidação Provisória por Arbitramento,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Liquidação > Liquidação Provisória por Arbitramento
154,150,Liquidação Provisória de Sentença pelo Procedimento Comum,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Liquidação > Liquidação Provisória de Sentença pelo Procedimento Comum
155,1106,Procedimento de Cumprimento de Sentença/Decisão,A,3,True,PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Cumprimento de Sentença/Decisão
156,155,Cumprimento de sentença,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Cumprimento de Sentença/Decisão > Cumprimento de sentença
157,155,Cumprimento Provisório de Sentença,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Conhecimento > Procedimento de Cumprimento de Sentença/Decisão > Cumprimento Provisório de Sentença
158,2,Processo de Execução,A,2,True,PROCESSO CÍVEL E DO TRABALHO > Processo de Execução
159,158,Execução de Título Extrajudicial,A,3,True,PROCESSO CÍVEL E DO TRABALHO > Processo de Execução > Execução de Título Extrajudicial
165,158,Insolvência Civil,A,3,True,PROCESSO CÍVEL E DO TRABALHO > Processo de Execução > Insolvência Civil
166,165,Insolvência Requerida pelo Credor,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Execução > Insolvência Civil > Insolvência Requerida pelo Credor
167,165,Insolvência Requerida pelo Devedor ou pelo Espólio,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Execução > Insolvência Civil > Insolvência Requerida pelo Devedor ou pelo Espólio
169,158,Embargos,A,3,True,PROCESSO CÍVEL E DO TRABALHO > Processo de Execução > Embargos
170,169,Embargos à Adjudicação,I,4,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Execução > Embargos > Embargos à Adjudicação
171,169,Embargos à Arrematação,I,4,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Execução > Embargos > Embargos à Arrematação
172,169,Embargos à Execução,A,4,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Execução > Embargos > Embargos à Execução
173,169,Embargos de Retenção por Benfeitorias,I,4,False,PROCESSO CÍVEL E DO TRABALHO > Processo de Execução > Embargos > Embargos de Retenção por Benfeitorias
175,2,Processo Cautelar,A,2,True,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar
176,175,Alimentos - Provisionais,I,3,False,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Alimentos - Provisionais
177,175,Apreensão de  Títulos,I,3,False,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Apreensão de  Títulos
178,175,Arresto ,I,3,False,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Arresto 
179,175,Arrolamento de Bens,I,3,False,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Arrolamento de Bens
180,175,Atentado,I,3,False,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Atentado
181,175,Busca e Apreensão,I,3,False,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Busca e Apreensão
182,175,Caução,I,3,False,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Caução
183,175,Cautelar Inominada,I,3,False,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Cautelar Inominada
186,175,Exibição,I,3,False,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Exibição
188,175,Homologação do Penhor Legal,I,3,False,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Homologação do Penhor Legal
190,175,Justificação,I,3,False,PROCESSO CÍVEL E DO TRABALHO > Processo Cautelar > Justificação
